Identifier	Supplier Name	Country
1020001000189108	JVD Pharma Private Limited		
1020021000189102	Pharma Grid		
2477031000189105	Cure & Care Therapeutics		
1747971000189103	SA Remedies		
2276261000189105	Kiraas Pharma (India) Private Limited		
1649521000189105	Annodyne Drugs		
2136941000189100	Jbps Pharmaceutical		
2477081000189109	Curemart Pharma Private Limited		
1608701000189106	GE Healthcare Inc		
2563591000189107	Dycem Biotech Private Limited		
2031521000189100	L T & L Pharma Private Limited		
1608721000189100	Infutec Healthcare Limited		
1748001000189105	Glowsun India Labs Private Limited		
1776911000189106	Medics Lifecare		
2136951000189102	Varsal Healthcare Private Limited		
1020631000189109	Strassenburg Pharmaceuticals Limited	India	
1378831000189107	Saffron Formulations Private Limited		
2276381000189105	Azphar Remedies		
1020851000189101	Unipower Pharmaceuticals Private Limited		
1649561000189100	Made-inn Healthcare Private Limited		
1736441000189100	Biotrex Nutraceuticals		
1608751000189107	Otis Ventures Private Limited		
1021011000189102	Animate Pharmaceuticals Limited		
1021051000189103	Metiers Pharmaceuticals Private Limited		
1924661000189101	Go-ish Remedies Limited		
2650481000189100	Force India Pharma		
1021171000189108	Biometrix Pharma		
1021191000189107	Wells Biosciences Private Limited		
1021211000189106	Axodin Pharmaceuticals Private Limited		
2004091000189101	Klar Sehen Private Limited		
1434931000189103	Feodra Dermatology Laboratories		
2004101000189106	Three Dots Lifescience		
1021311000189104	Neuracle Lifesciences Private Limited		
1315801000189103	Pristine Pearl Pharma Private Limited		
2477211000189109	Steril-Gene Life Sciences Private Limited		
1532421000189109	Pharmacia Healthcare Private Limited		
1748071000189100	Biostem Pharma Private Limited		
1776931000189101	Sigma Softgel And Formulation Limited		
2276521000189103	Loquat Healthcare Private Limited		
2136961000189104	Icines Pharmaceuticals Private Limited		
1021541000189105	Lucent Biotech Limited		
2066771000189109	Blesslife Healthcare		
1021591000189103	Medflex Healthcare Private Limited		
2031561000189105	Alexa Organics Private Limited		
1847261000189103	Neutec Healthcare Private Limited		
2276561000189108	Mediprio Pharmacueticals Private Limited		
2066781000189106	Valtin Healthcare Private Limited		
2477281000189100	Evarite Healthcare		
2867321000189107	Nelson And Nicholsan Biotech Private Limted		
1710101000189101	Instaray Pharmaceuticals Llp		
2031571000189101	Neobeat Healthcare Private Limited		
1021741000189104	Enivid Life Sciences		
2276581000189102	Preyuda Pharmaceutical		
1379171000189109	See Ever Healthcare Private Limited		
1288401000189104	Camlin Pharma		
1021911000189103	True Care Pharmaceuticals		
1899891000189107	Covaxl Pharma	India	
2563791000189104	Ultrachem Pharmaceutical Products Private Limited		
1021931000189108	Indo-Reh Pharmaceuticals	Not Available	
2136971000189108	Rivchem Pharmaceuticals Private Limited		
1021971000189105	Axis Labs Private Limited	India	
2136981000189105	Zydillac Biotech		
1837171000189104	Crestmed Pharmaceuticals Private Limited		
1567781000189109	Ranmarc Labs Private Limited	India	
2867391000189105	Apytas Healthcare Private Limited		
2411471000189103	Musita Healthcare Private Limited		
1022281000189109	Plethico Pharmaceuticals Limited		
1710141000189103	Solvate Laboratries Private Limited		
1022301000189105	Jubilant Pharmaceuticals Private Limited		
1806851000189107	Furies Health Care Private Limited		
1874261000189107	Ruan Life Sciences Private Limited		
1022471000189108	Maxcare Lifesciences		
2136991000189107	Medi Heal Private Limited		
1322461000189103	Deepcare Health		
2737531000189106	Orsa Pharmaceuticals		
2737541000189100	Coskind Pharma Private Limited		
2477361000189100	Pharmtak Ophthalmics (I) Private Limited		
1474551000189100	Shrine Pharmaceuticals Private Limited		
1022591000189108	Meditrina Biotech Private Limited		
1022641000189102	Nexkem Pharmaceuticals Private Limited	India	
2094331000189103	Medshine Pharmaceutical		
2066861000189106	Astreos Healthsol Private Limited		
1491281000189100	Medrhans Pharmaceuticals Private Limited		
2650681000189103	Aktimas Bio Pharmaceuticals Private Limited		
1958451000189109	Omicron Pharma Private Limited		
2066891000189103	Ultichem Pharmaceuticals Private Limited		
2137001000189104	Nenshi Health Care		
1322481000189109	American Remedies Limited		
1023141000189104	Albus Pharma		
1023161000189103	Elixir Life Care Private Limited	India	
1023171000189107	Wincare Remedies		
1649671000189105	Connectlife Pharma Private Limited		
2094371000189101	Rech Elist Pharma		
1776991000189100	Vensat Bio Private Limited		
1023191000189106	Dynamed Pharmaceuticals	India	
1023201000189108	Carol Remedies		
2066941000189104	Crossford Healthcare		
1806901000189101	Dr. Bond Healthcare Private Limited	India	
2276941000189104	Buren Laboratories Llp		
2477451000189107	Vypa Laboratories Llp		
2137011000189102	Jovimag Lifesciences		
2137021000189105	Bliss Life Pharmaceuticals		
1023471000189102	Allied Chemicals and Pharmaceuticals Private Limited	India	
2276951000189101	Winsome Bioceuticals Private Limited		
1023521000189100	Dr. DeFelice Health Care		
1608881000189105	Estro Pharmaceuticals Private Limited		
2477471000189101	Abs Pharmaceuticals Private Limited		
2137031000189107	Trillest Healthcare		
1023861000189108	Pans Laboratories		
2277021000189109	Uniwell Medicare Private Limited		
1710191000189105	Tripada Biotec Private Limited		
1023981000189106	Coax Bioremedies Private Limited		
1024001000189101	Beckcem Drug International Private Limited		
1024061000189102	Archmed Biotech Private Limited		
2137041000189101	Flaxelle Medicare Private Limited		
1249431000189109	Jrb Lifesciences Private Limited		
1024111000189103	Apikos Pharma		
1024121000189106	Reltic Labs		
2137051000189103	Adcure Pharma Private Limited		
2066991000189106	Prime Meditek		
2737721000189102	Solferino Lab Private Limited		
2867481000189101	Shinepro Life Sciences Private Limited		
2477551000189106	Dkm Pharma Private Limited		
2277141000189104	Russelia Pharmaceuticals		
2137061000189100	Nasa Pharmaceutical		
2477561000189109	Jaycure Pharmaceuticals		
2564051000189109	Mediwoke Pharma		
1837201000189103	Zydus Cadila Healthcare Limited	India	
1024461000189109	Oriel Healthcare Private Limited		
2477621000189103	Xymera Bioscience Private Limited		
1249451000189100	Avl Green Pharmaceuticals Private Limited		
2477641000189107	Innovwell Pharmaceuticals Private Limited		
1474611000189100	Beats Pharmaceuticals		
2277201000189108	Mericana Pharmaceuticals Private Limited		
1024631000189100	H and Care Incorp		
2867531000189104	Admaris Pharmaceuticals Private Limited		
1379801000189106	Leben Life Sciences Private Limited	India	
1024781000189106	Defi Healthcare Private Limited		
2277241000189106	Ignited India Pharmaceuticals Private Limited		
2137071000189109	Boeing Pharma		
1532521000189105	Nyx Pharmaceuticals Private Limited		
1474621000189108	Kreios Laboratories Private Limited		
1491371000189109	Optimus Pharma Private Limited		
1025151000189100	Sovia Altis		
1958551000189108	911dermatology Private Limited		
1025261000189106	Elcure Pharmaceuticals	India	
2137081000189106	Infivis Life Care		
1680891000189106	Wellvio Healthcare Private Limited		
1025281000189100	Shaimil Laboratories		
2094461000189100	Namo Remedies		
2477761000189101	Exmo Biogenics Private Limited		
1930451000189107	Craza Lifesciences Private Limited		
1025481000189104	Biomorph Lifesciences Private Limited	India	
1025511000189107	Mensa Futura Life Sciences Private Limited		
2477781000189107	Benthos Biosciences Private Limited		
2004261000189101	Himeros Pharmaceuticals Private Limited		
1930461000189105	Elcon Drugs And Formulations Limited	Not Available	
2031741000189103	Relicon Pharmaceuticals Private Limited		
2137091000189108	Voxiva Pharmaceuticals		
2651071000189102	Medglobe Lifesciences Private Limited		
1451371000189101	Macter Pharma	India	
1874321000189106	Indus Life Sciences Private Limited		
2137101000189103	Capto Therapeutics		
1025921000189109	Amor Pharmaceutical Private Limited		
2067061000189104	Dansan Medichem		
1025991000189107	Avita Laboratories Private Limited		
2137111000189101	Willshine Healthcare Private Limited		
1380161000189100	G.D. Pharmaceuticals Private Limited		
2737961000189109	Resurge Life Sciences Private Limited		
2277531000189103	Parsmed Healthcare Private Limited		
1026321000189103	Malody Healthcare Limited		
2094481000189106	Care Benzorganics Private Limited		
1026391000189100	Mediwings Laboratories Private Limited		
2867601000189106	Pesam Healthcare		
2477941000189100	Entice Pharmaceuticals		
2062081000189107	Sanket Pharmaceuticals Private Limited		
1451421000189105	Zeus Drugs Limited		
1748211000189103	Sristi Pharmaceuticals		
2651191000189104	Cafoli Lifecare Private Limited		
2067141000189104	Caregenex Healthcare Private Limited		
2031791000189105	Levenr Pharma		
2137121000189109	Nulead Pharmaceuticals		
1026761000189107	WIT Pharmalink Private Limited		
1026811000189103	Pacific Meditech Private Limited		
2277671000189100	Zydus Cadila		
2277681000189103	Multicure Pharma Private Limited		
2094541000189102	Proexcel Health Care Private Limited		
1026911000189107	Shree Raj Pharmaceuticals		
1027041000189107	Zencure Organics		
1510701000189104	Unichem International	India	
1322591000189107	Ambitus Life Sciences		
2137131000189106	Liger Life Links (Opc) Private Limited		
2137141000189100	Quantico Pharma		
2277721000189107	Enivid Lifesciences		
2564351000189107	Aidonak Healthcare Private Limited		
2277741000189103	Allcure Lifesciences		
1027301000189107	Mebio Labs Private Limited	India	
1340401000189100	Anvi Pharmaceuticals Private Limited		
2478021000189107	Tahbert Healthcare Private Limited		
1027371000189102	Cortina Laboratories Private Limited		
1027451000189104	Glyco Remedies		
1027501000189101	Shantam Pharmaceuticals Private Limited	India	
2277811000189106	Ipca Laboratories		
1027681000189109	PLA Remedies		
2137151000189102	Blue Plus Pharma Private Limited		
1027721000189100	Wellmark Lifesciences Private Limited		
1027761000189105	Gospel Labs (India) Private Limited		
1027771000189101	Vellinton Healthcare Private Limited		
2277841000189107	Wysr Healthcare		
1027841000189100	Ambreyo Lifesciences		
1027871000189108	Viribus Healthcare		
1694991000189107	Balsons Pharmaceuticals		
1249651000189102	Swisskem Healthacre Private Limited		
1710461000189105	Celaxis Biotech		
2137161000189104	Merganzer Pharma Private Limited		
2137171000189108	Curescience Private Limited		
2564451000189103	B M Medico Private Limited		
2738261000189103	Zyphar's Pharmaceutics Private Limited		
2651361000189109	Dewmedic Healthcare Private Limited		
1028121000189100	Deys Medical	India	
1028171000189101	Mediliance		
2277891000189100	Aeon Remedies Private Limited		
2277901000189104	Maclife Pharmaceutical Private Limited		
1847491000189107	Rgeno Pharmaceuticals Private Limited	India	
1028291000189109	Scala Pharmaceuticals		
1028321000189102	Baxton Pharmacia Private Limited	India	
1028331000189100	Ecstasy Healthcare Private Limited		
2564501000189100	Mig Healthcare		
1028341000189106	Glacia Life Care		
2137181000189105	Geblon Pharmaceuticals Private Limited		
1586791000189107	Aster Zenith Bioscience LLP		
1474691000189106	Ai Health Care Llp		
2564521000189106	Paras Medicines Private Limited		
1474701000189106	Rubrics Healthcare Private Limited	India	
1028581000189109	Octalife Pharma Private Limited		
2277951000189103	Different Medicament		
2031881000189102	Rajat Care Llp		
2738291000189106	Radhe Medtech Private Limited		
2478191000189109	Daffodil Drugs Private Limited		
2137191000189107	Femura Pharmaceuticals Private Limited		
1249661000189104	Meditex Pharma Private Limited		
2278021000189108	Latitudes Pharmaceuticals Private Limited		
2137201000189109	Medlius Pharma Private Limited		
1028911000189106	Integrace Private Limited	India	
1028961000189108	Zedip Formulations		
2137211000189106	Hybrand Pharmaceuticals		
2137221000189103	Sutures India		
2412061000189106	Ryzhil Lifesciences Private Limited		
2031921000189105	Seluria Pharmaceuticals		
1029021000189106	Novalife Healthcare		
2412081000189100	The Biogeniter Tessconix Healthcare		
1029141000189101	Leenate Pharma Private Limited		
1680971000189102	Vrovwen Biologics Private Limited		
2412101000189108	Uniqure Healthcare Private Limited		
1029331000189105	Antiseptic Pharmaceuticals		
2278131000189109	Rellicure Pharma		
2278141000189103	Solwin Lifesciences		
2412131000189100	Med Revive Biotec Llp		
2278171000189106	Jubilant Life Sciences		
2819341000189105	Kaplin Healthcare Private Limited		
2004491000189105	Morphil Health Care Private Limited		
2094661000189102	Rnova Biologicals Private Limited		
1710571000189100	Darmaan Pharma Llp		
2564651000189100	Redinova Remedies		
1451511000189103	Candle Pharmaceuticals		
1710581000189103	Gentronix Life Care (Opc) Private Limited		
1532691000189109	Midas Care Pharmaceuticals Private Limited		
2819381000189100	Dominant Pharma Private Limited		
1874401000189107	Green Lab Healthcare		
1748311000189105	Naviksha Healthcare Private Limited		
2137231000189101	Akshala Life Sciences		
1030081000189104	Malvern Pharma		
1030141000189105	Eraas International	India	
2278301000189104	Doldam Pharmaceutical Private Limited		
1030291000189105	Allito Biocare		
2651581000189106	Magispro Healthcare Llp		
1474721000189100	Aplonis Healthcare		
1315861000189104	LH Pharma		
1030351000189105	Uvtech Biosciences Private Limited	Not Available	
1532721000189103	Stayer Pharma Private Limited		
1030511000189101	Assure Pharma		
1030661000189100	Alrosa Pharmaceuticals Private Limited		
1491511000189107	Barter & Marcin Pharma		
1710611000189106	Crescent Therapeutics Limited		
